1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1.2564,-0.1195,2.4485,3.3096,6.9222,-0.4612,0.4106,1.8599,-2.3939,2.3961,-0.2634,-3.4590,1.2283,1.0957,-1.9883,-5.6185,7.8565,-1.3344,0.8961,1.9765,1.5708,-1.0941,2.8718,-1.8611,1.4440,-0.4361,2.1679,0.8019,-3.7304,1.1735,-0.4258,-3.3145,4.7308,-1.5063,2.6077,-2.8931,-1.2972,0.7684,-7.7421,3.2910,4.2999,-3.3288,-4.0936,-1.8263,-3.2720,-1.9625,-1.7918,-1.1165,2.3174,-2.9103,1.3073,0.5003,-1.1566,-1.0268,2.6042,-0.3135,-1.3159,3.8301,2.0161,-1.1981,-0.2659,2.0729,2.7312,-1.1809,-2.6335,-1.6557,-3.1466,0.5352,-1.2728,1.2254,-3.4128,-2.8472,0.8430,8.6379,2.8501,4.9381,2.4633,0.4974,2.8924,3.4872,1.3927,2.1139,-2.0956,-4.0093,1.6236,-7.6518,-6.1445,3.4748,-4.9629,7.8152,0.4740,0.7630,5.8639,-0.2838,-0.6807,-1.5296,6.6540,1.4803,-0.3284,2.5452
2.0493,1.1458,1.7712,2.4902,6.3982,1.0027,0.8357,3.1740,-0.3715,1.8679,0.3587,-3.2166,2.0533,1.8268,-0.5109,-4.8862,5.3950,-1.3074,1.5884,1.7742,2.3217,-1.2358,2.3848,-2.4374,1.1237,0.2365,1.9588,0.5687,-2.1183,1.9569,0.1959,-3.1889,1.9241,-0.0081,2.0139,-3.6920,0.7141,1.1357,-9.0862,4.5972,4.8914,-3.9619,-2.4316,-1.1493,-3.3889,-3.9236,0.9859,-3.2276,0.5291,-3.6968,0.8745,1.4635,-2.5075,0.6085,3.8581,-1.2312,-1.6860,4.6366,2.1229,-1.5261,-0.3932,2.7372,5.6830,-1.6595,-3.6481,-1.2383,-3.0114,1.6384,-1.8088,0.2949,-4.0929,-0.8859,1.7311,10.1991,3.6435,5.3294,2.2477,0.4220,2.9482,4.8735,-0.4810,4.5149,-3.0473,-4.1091,2.3097,-10.1623,-5.0142,3.6812,-6.2702,8.2543,0.9879,-0.5792,4.4584,2.0155,-0.3976,-0.4318,8.3188,1.8390,-1.4019,2.1027
0.0451,1.4660,1.7753,2.4807,4.9462,3.0486,2.0169,3.8643,-0.2158,2.3535,1.4000,-1.6001,2.1343,-0.3910,0.4661,-7.4711,5.1330,-0.4791,3.9994,2.2974,2.0697,-1.5425,1.8714,-1.7632,1.3989,1.0940,3.0434,0.0200,-1.2334,0.4324,1.1943,-3.6356,2.5761,-0.8811,2.0205,-3.5569,-1.0198,0.9221,-9.7513,5.1319,5.0161,-4.1008,-0.5181,-0.0227,-3.9382,-5.0196,1.0507,-2.5905,1.3971,-4.1226,0.7960,1.5528,-3.0189,1.1049,2.3930,-2.0721,-1.9063,4.5848,1.0825,-0.2205,-1.2930,2.8849,4.3232,-2.9615,-2.7758,0.5242,-2.8705,2.7560,-1.0773,-0.1170,-4.0049,-1.8766,3.0547,11.3943,2.6753,6.6095,2.4771,0.6505,3.4924,5.7956,-1.4610,4.1502,-2.1392,-6.2172,1.5091,-9.6443,-5.7032,4.1094,-7.3881,7.8072,1.2464,-0.3106,4.8573,3.4409,0.5996,-1.2350,7.3299,0.8093,-1.5441,3.5778
-0.4366,1.5565,2.6175,2.8980,4.5679,1.2307,3.1255,3.9708,0.1996,1.8892,1.6485,-0.2817,3.8283,-0.0954,-0.6597,-6.5315,4.1821,1.2615,3.5401,2.6301,2.7709,-1.0772,0.3649,-2.2396,1.0941,1.6250,3.5026,0.1063,-1.5322,1.1319,2.0102,-3.0822,1.0371,-0.0269,1.6805,-3.3022,-1.4711,0.6262,-11.6022,6.4008,4.5403,-4.7305,0.4343,1.0667,-2.4988,-4.8596,0.3449,-4.0047,2.8878,-5.2862,0.1670,1.8759,-2.6786,0.9668,1.9757,-2.3309,-1.8770,4.7656,0.4823,-0.0565,0.3303,2.8982,5.3925,-3.0843,-2.7879,0.7130,-2.3560,2.3443,-1.3488,0.4648,-4.3105,-1.6603,3.4780,12.2251,2.4450,7.0510,3.4696,1.8886,2.7613,8.2754,0.1840,3.5114,-2.5157,-6.9516,3.4543,-10.4005,-5.1118,3.5941,-7.3294,6.7525,1.1109,0.3983,5.7357,3.0629,0.2151,-3.3531,6.5347,3.0534,-1.8218,4.3621
-0.3130,1.0566,3.0414,2.4607,4.7091,1.4258,2.0106,3.4894,1.4696,2.2231,2.3506,1.9642,4.4695,-0.8589,0.0124,-6.2140,4.0409,1.7817,4.0271,2.6255,3.7022,-0.9136,3.3186,-0.8988,0.8836,0.4076,4.1963,-0.4566,-2.7243,1.0402,2.5557,-3.3358,2.0937,0.0050,1.7120,-3.4917,-2.1639,0.5590,-10.2295,5.8903,5.5300,-5.5419,0.5853,1.5034,-1.8545,-5.1700,0.0224,-3.6812,0.9635,-6.7469,-0.2343,1.7538,-1.9089,2.7185,2.0536,-3.5513,-4.0895,4.2083,1.7943,-0.5936,0.4804,3.6940,5.5349,-3.5772,-2.1295,-0.7033,-2.2573,3.2960,-0.9882,1.5632,-3.6261,-0.8282,2.1964,12.8279,3.0862,6.9268,2.8430,1.5638,2.9998,8.1962,-0.4479,4.6682,-2.3099,-7.6317,3.4233,-13.0379,-5.2909,4.0937,-8.2843,6.1775,1.5390,-0.0266,5.9909,2.5049,-0.1723,-1.8993,5.5680,3.2459,-1.9007,4.0976
-1.0942,0.1013,2.2149,3.9441,4.0133,1.2859,3.0876,3.1000,2.3995,2.0804,0.9577,0.9412,4.5798,-1.8109,0.6506,-7.9487,4.3557,1.2309,3.1803,2.3515,5.1570,-1.8412,4.4485,-1.6516,1.0703,-0.2766,4.1897,0.9985,-3.6748,1.4954,1.6572,-4.1660,1.3264,0.3805,1.3061,-3.6469,-0.3771,1.1243,-9.9461,5.0129,4.3206,-5.5656,-0.4647,2.3125,-1.2587,-5.0176,0.3801,-3.6302,0.2852,-6.5322,-0.2339,0.4966,-1.3234,3.0755,1.8225,-2.9547,-4.9693,5.2454,1.4031,0.1056,1.1090,3.7161,4.5157,-2.7791,-2.9911,0.1645,-3.3507,2.8877,-1.8257,0.9736,-2.3171,1.5852,1.6337,11.2174,3.4406,7.5969,2.2073,0.7564,3.2314,9.4003,-1.6849,4.5617,-3.1496,-6.8534,3.8230,-13.4904,-4.4194,6.8864,-8.5479,5.6833,2.6079,-0.7130,6.4355,3.0340,0.1368,-2.8131,4.7786,2.9315,-0.9063,2.7026
-3.6109,1.0910,0.9001,3.2912,3.0925,1.6967,2.4800,3.6198,1.9599,2.5678,-0.5291,2.2147,4.2358,-1.6644,1.9095,-7.4080,4.7129,0.1296,1.9464,3.0268,3.9729,-2.3636,5.0638,-2.6102,0.7585,-0.0589,4.1951,1.6110,-4.2621,4.1571,1.2359,-3.2938,2.7331,1.2843,1.2741,-4.2165,-0.2929,2.2789,-10.0210,5.5928,3.9506,-3.8523,-1.5131,1.6644,-1.5709,-4.2086,1.2986,-3.9736,-0.2593,-8.7347,-0.8933,0.7662,-1.5348,4.2988,2.5110,-3.0163,-5.7335,6.4152,-0.5074,0.5132,0.9214,5.6222,3.7344,-1.3970,-3.3703,-0.4679,-4.6081,2.1686,-2.5869,1.7153,-1.3364,3.0129,2.4015,12.6542,3.4077,8.5232,2.6202,0.6102,4.8621,10.5451,-3.0847,5.2079,-2.4539,-6.6343,3.4993,-15.2519,-4.4566,7.2812,-8.8811,6.5035,2.1111,0.5437,6.5889,3.9706,-0.7886,-3.7895,4.2163,2.5622,-1.2794,1.7181
-3.4808,-0.1904,2.1238,3.9332,3.9148,1.0806,1.5119,4.3029,2.8328,1.4558,0.7813,1.9521,4.2112,-1.3481,2.2898,-6.5745,5.4338,0.5407,1.2176,2.7610,4.3283,-2.5228,3.6561,-3.4504,0.9055,-0.8894,6.2344,0.9764,-5.7009,2.9292,1.9284,-4.4179,2.7634,2.5092,1.0317,-5.1982,0.7701,2.9237,-7.9939,3.7261,4.5577,-4.3770,-1.8578,1.7804,-1.1667,-1.8015,-0.0504,-5.1642,0.4006,-8.1425,-1.9252,-0.8460,-2.2688,3.7559,2.7372,-2.4702,-5.9815,7.2693,-1.4603,-0.2193,1.2905,4.9626,3.6654,-0.9803,-1.4402,1.1932,-6.4612,0.9855,-2.2643,1.9272,-2.3169,3.0541,2.4292,12.6143,2.6278,7.8281,2.7264,0.7120,4.9083,10.5936,-4.0397,5.4380,-4.3562,-5.8415,3.4769,-15.6994,-2.3572,6.3457,-7.5855,6.3020,0.2706,-0.5506,6.0294,4.1782,-1.0991,-2.9485,4.8539,2.6047,-0.9065,1.0363
-3.5189,0.3198,1.9187,2.8188,3.9089,0.7063,0.9627,2.8421,2.0670,1.6902,3.1121,0.7746,3.7181,-1.3710,2.2272,-5.4999,5.7509,-0.4586,3.1866,2.3970,4.2635,-2.9096,3.0789,-3.4149,0.2639,-0.2525,5.0037,-0.7206,-5.2159,5.8869,1.5818,-4.9741,2.9963,3.0314,-0.0631,-5.1965,0.1173,2.3287,-7.8732,5.3521,4.1751,-5.0346,-1.7146,1.3583,-0.3460,-0.8233,-3.1343,-4.3903,0.6924,-6.4907,-5.3249,-1.1048,-3.3451,3.2920,2.2886,-1.5339,-6.4697,7.8661,0.7031,1.4576,1.1708,5.4982,5.2590,-2.1041,-2.4452,0.6105,-6.8651,0.8041,-3.4090,1.3648,-2.0167,3.3050,1.3253,13.3003,3.5924,6.8314,3.7117,0.5844,4.9819,9.7950,-4.6895,6.7490,-2.9532,-7.9451,2.3621,-15.8474,-1.5216,7.4906,-7.1107,5.9859,2.1950,0.1820,6.5313,3.8485,-0.8492,-4.1317,3.9768,3.6645,-1.4936,2.6902
-3.1590,0.9505,1.2449,3.5291,4.5545,1.4625,2.0934,1.9678,1.2602,1.6753,4.1142,0.3193,3.6209,-0.5778,1.0517,-4.1252,5.7803,-2.0787,2.7894,2.3744,4.2681,-3.4932,3.6463,-2.9949,-0.1028,0.2607,6.6814,-1.2328,-4.7162,6.5279,2.0627,-4.0952,1.9211,2.5392,-1.4643,-3.0078,0.3528,3.6721,-8.3559,5.5613,2.5442,-5.7090,-2.2670,1.9159,-0.3512,-0.5301,-3.4840,-4.6059,0.6671,-5.9413,-4.8609,-0.8102,-3.5272,3.2112,0.9988,-2.2252,-8.1645,7.6279,-0.0789,0.7267,-0.0198,7.6606,4.7372,-3.2761,-1.6154,0.3586,-6.3175,0.5452,-3.7018,0.7600,-2.9987,2.4947,0.3166,11.8563,5.1277,8.1562,2.5606,1.4919,5.0767,10.2999,-4.3321,6.6452,-1.9459,-8.3955,1.9734,-16.9736,-0.6936,8.9078,-5.8843,5.9586,3.3992,1.0355,7.0082,2.8728,-2.4275,-4.4485,4.2871,4.4838,-1.6095,3.8815
-2.0442,1.8916,0.9595,3.6358,3.3480,-0.3004,3.0533,1.7051,-0.0248,0.7506,4.3278,0.1423,3.6674,-1.9774,0.4367,-4.5099,6.3716,-2.4721,3.7437,2.3647,4.0532,-3.4925,4.0611,-1.3073,-0.9571,0.0483,5.8200,-0.9102,-5.0183,7.0991,0.5466,-4.2628,2.2253,1.4488,-1.9187,-1.4709,0.9382,3.7159,-8.3263,5.4221,1.1112,-7.2840,-2.0760,1.5911,-0.3654,-0.3705,-3.7241,-5.5631,-0.1335,-6.7961,-6.0017,-0.5322,-4.3869,2.7989,0.2671,-4.0680,-9.5634,7.8519,1.3516,1.0290,0.6540,8.0919,4.5951,-2.3114,-2.2915,-0.5602,-5.9381,0.7238,-3.2617,0.0368,-4.5715,2.6622,-0.9126,13.6335,5.0749,8.0433,2.2840,2.6888,5.9050,10.7383,-4.4822,5.6360,-1.9588,-9.0759,1.2745,-17.9643,-1.1833,9.0057,-5.5139,5.3630,3.1244,-0.2700,7.1863,2.3844,-0.9729,-2.5029,4.5445,4.1533,-2.4413,3.4336
-1.1535,0.3085,0.5879,4.2780,2.6660,0.4073,4.2014,1.3322,-0.6004,-0.9120,4.2530,1.5932,4.1074,-0.7362,1.1992,-4.6742,4.7742,-5.0156,2.8074,2.2206,3.1629,-3.1078,4.4036,-1.1360,-2.8262,-0.3520,6.3169,0.1642,-4.4772,7.5042,1.2245,-4.6693,1.8863,2.2191,-1.8162,-1.3599,0.7269,4.0649,-7.1069,4.8067,-0.0944,-7.7996,-1.5190,1.1071,-0.4108,-0.8975,-6.6896,-6.2554,1.5017,-6.1562,-5.5716,-1.9948,-2.7318,3.2936,-1.1507,-5.4909,-11.0033,9.0981,1.0519,2.4795,1.4085,8.0073,5.4233,-2.7355,-3.3610,0.9341,-5.1924,2.6396,-1.5843,-0.1095,-4.4150,2.4065,-0.1612,13.7434,5.3451,7.8880,2.6124,3.5617,5.7974,10.0380,-5.6050,5.1632,-2.0556,-8.5804,1.5824,-15.9365,-2.4914,9.3531,-6.9371,7.2327,2.0331,-1.2256,6.7084,0.9598,-0.9776,-2.1089,5.1939,5.3175,-4.4355,5.0448
-2.9128,-0.0827,1.1447,4.4241,3.5124,-1.1884,3.6404,1.1871,-1.1863,-1.9902,4.0681,0.0429,3.2172,-0.8921,-0.4242,-3.6688,3.3065,-5.1040,3.4065,2.0644,3.0341,-2.0581,4.2734,-2.3402,-1.5341,-0.8029,8.4411,0.6369,-4.2588,9.6078,2.3675,-4.1110,1.1384,3.3943,-1.6926,-0.3519,1.0391,3.9970,-6.5778,3.7042,0.4680,-7.9272,-3.0421,0.8504,0.0774,-1.0832,-8.6152,-5.3771,0.1428,-7.3760,-6.0057,-3.7493,-3.1696,3.4498,-1.4233,-4.5748,-10.7221,8.1956,1.5400,1.8368,2.6904,8.4062,7.1048,-3.1640,-4.1285,1.9960,-6.2656,4.4489,-1.6166,-0.4373,-4.4322,3.2079,-0.5086,13.1810,4.5104,6.7889,1.1984,4.6344,5.6742,11.3864,-7.7658,5.9855,0.2288,-7.9502,0.8903,-16.3532,-1.5218,9.1448,-7.0054,6.8559,1.5671,-0.1104,7.3494,1.5879,-2.1909,-2.6801,5.0353,3.6324,-3.5956,5.3148
-2.4175,0.1883,1.7258,3.7498,4.1597,-1.2129,4.6450,0.4332,-1.1054,-2.0012,4.4290,-0.8098,2.7440,-1.2170,-2.1462,-2.6921,3.1543,-4.6427,3.1778,2.7428,4.1407,-2.2058,2.7748,-2.4261,0.0029,-0.6732,9.1131,1.6681,-4.1562,8.8282,2.5607,-5.4589,1.0091,4.7316,-1.2702,-0.4140,0.2745,4.4292,-6.5267,2.9180,0.9970,-6.8835,-2.4134,2.1531,0.1867,-1.7402,-8.9695,-6.8626,2.0542,-7.3880,-5.0643,-2.7805,-0.3252,4.0586,-0.0470,-3.9908,-11.5493,8.6758,1.4114,1.3055,2.7992,8.2887,6.6532,-1.8865,-4.5699,1.3600,-6.6436,4.0394,-1.2220,0.2290,-4.0009,2.6866,-0.4960,12.5270,4.5157,5.3863,2.6101,2.0331,7.8713,11.2868,-7.1804,6.7834,1.4570,-9.4319,-0.3411,-16.7430,-0.3723,9.8974,-5.9739,7.7606,3.9802,-0.1748,8.3701,1.1305,-3.2704,-3.7320,4.1482,3.4746,-5.1453,5.1098
-2.6665,0.3434,1.8520,2.0208,4.1497,-2.3604,4.5648,1.8014,0.0509,-1.4777,6.4825,-1.3461,2.7401,-0.0128,-3.6713,-2.4386,3.5393,-2.5502,2.7511,2.6313,2.6467,-1.2560,4.4510,-3.0851,-1.0981,-0.2799,8.3275,2.7626,-5.0253,8.0537,3.2656,-5.0895,0.6050,3.6870,-2.0290,-0.7155,-0.5867,2.7109,-3.9775,5.5824,1.6050,-7.2475,-2.8984,1.5253,0.4592,-1.4253,-7.6707,-6.9858,0.7996,-7.0601,-4.7776,-4.2128,0.5071,3.7768,-0.0822,-4.7948,-9.5510,7.6380,1.3411,0.7878,2.3331,7.7795,7.9331,-2.5155,-4.9481,1.0933,-5.3172,4.9112,0.0884,1.2505,-3.6246,4.7663,-0.9860,13.1704,5.1294,4.8449,2.4026,1.9646,6.4544,9.2244,-9.0315,5.7934,1.1102,-11.6387,-0.1780,-17.1397,-1.6064,10.8027,-6.1970,8.3218,4.3534,-1.2827,8.5191,1.0052,-2.3596,-2.4438,4.1454,0.9027,-5.3145,7.7048
