Date,RVaverage,sigma2
2004-04-27,0.000052,0.000054
2004-04-28,0.000053,0.000078
2004-04-29,0.000109,0.000076
2004-04-30,0.000094,0.000072
2004-05-03,0.000046,0.000064
2004-05-04,0.000109,0.000061
2004-05-05,0.000053,0.000090
2004-05-06,0.000059,0.000080
2004-05-07,0.000107,0.000069
2004-05-10,0.000117,0.000066
2004-05-11,0.000051,0.000070
2004-05-12,0.000134,0.000065
2004-05-13,0.000090,0.000089
2004-05-14,0.000101,0.000099
2004-05-17,0.000101,0.000105
2004-05-18,0.000036,0.000091
2004-05-19,0.000060,0.000084
2004-05-20,0.000046,0.000078
2004-05-21,0.000045,0.000086
2004-05-24,0.000050,0.000112
2004-05-25,0.000057,0.000130
2004-05-26,0.000037,0.000113
2004-05-27,0.000043,0.000105
2004-05-28,0.000024,0.000101
2004-06-01,0.000040,0.000097
2004-06-02,0.000030,0.000115
2004-06-03,0.000029,0.000101
2004-06-04,0.000037,0.000100
2004-06-07,0.000019,0.000095
2004-06-08,0.000021,0.000086
2004-06-09,0.000023,0.000080
2004-06-10,0.000013,0.000069
2004-06-14,0.000019,0.000064
2004-06-15,0.000031,0.000057
2004-06-16,0.000019,0.000056
2004-06-17,0.000020,0.000053
2004-06-18,0.000029,0.000049
2004-06-21,0.000022,0.000058
2004-06-22,0.000035,0.000052
2004-06-23,0.000026,0.000047
2004-06-24,0.000024,0.000044
2004-06-25,0.000029,0.000057
2004-06-28,0.000031,0.000051
2004-06-29,0.000021,0.000065
2004-06-30,0.000035,0.000058
2004-07-01,0.000059,0.000054
2004-07-02,0.000037,0.000054
2004-07-06,0.000027,0.000050
2004-07-07,0.000027,0.000054
2004-07-08,0.000047,0.000049
2004-07-09,0.000026,0.000043
2004-07-12,0.000039,0.000045
2004-07-13,0.000015,0.000051
2004-07-14,0.000041,0.000050
2004-07-15,0.000039,0.000047
2004-07-16,0.000034,0.000042
2004-07-19,0.000050,0.000057
2004-07-20,0.000052,0.000059
2004-07-21,0.000051,0.000070
2004-07-22,0.000092,0.000065
2004-07-23,0.000057,0.000077
2004-07-26,0.000089,0.000070
2004-07-27,0.000041,0.000065
2004-07-28,0.000075,0.000062
2004-07-29,0.000049,0.000064
2004-07-30,0.000046,0.000068
2004-08-02,0.000040,0.000073
2004-08-03,0.000030,0.000071
2004-08-04,0.000042,0.000062
2004-08-05,0.000056,0.000085
2004-08-06,0.000075,0.000078
2004-08-09,0.000028,0.000093
2004-08-10,0.000040,0.000092
2004-08-11,0.000059,0.000079
2004-08-12,0.000052,0.000075
2004-08-13,0.000050,0.000067
2004-08-16,0.000048,0.000063
2004-08-17,0.000032,0.000057
2004-08-18,0.000046,0.000064
2004-08-19,0.000030,0.000063
2004-08-20,0.000030,0.000095
2004-08-23,0.000026,0.000126
2004-08-24,0.000027,0.000118
2004-08-25,0.000029,0.000101
2004-08-26,0.000018,0.000100
2004-08-27,0.000015,0.000120
2004-08-30,0.000013,0.000112
2004-08-31,0.000027,0.000095
2004-09-01,0.000058,0.000088
2004-09-02,0.000026,0.000075
2004-09-03,0.000028,0.000078
2004-09-07,0.000032,0.000068
2004-09-08,0.000029,0.000069
2004-09-09,0.000032,0.000066
2004-09-10,0.000028,0.000057
2004-09-13,0.000020,0.000055
2004-09-14,0.000019,0.000051
2004-09-15,0.000020,0.000061
2004-09-16,0.000012,0.000055
2004-09-17,0.000021,0.000051
2004-09-20,0.000032,0.000044
2004-09-21,0.000021,0.000048
2004-09-22,0.000025,0.000043
2004-09-23,0.000035,0.000047
2004-09-24,0.000022,0.000044
2004-09-27,0.000024,0.000039
2004-09-28,0.000027,0.000037
2004-09-29,0.000023,0.000035
2004-09-30,0.000024,0.000043
2004-10-01,0.000032,0.000040
2004-10-04,0.000018,0.000036
2004-10-05,0.000019,0.000042
2004-10-06,0.000019,0.000037
2004-10-07,0.000016,0.000060
2004-10-08,0.000031,0.000064
2004-10-11,0.000012,0.000060
2004-10-12,0.000023,0.000067
2004-10-13,0.000037,0.000059
2004-10-14,0.000032,0.000053
2004-10-15,0.000041,0.000052
2004-10-18,0.000039,0.000046
2004-10-19,0.000039,0.000042
2004-10-20,0.000057,0.000042
2004-10-21,0.000060,0.000037
2004-10-22,0.000042,0.000051
2004-10-25,0.000057,0.000061
2004-10-26,0.000038,0.000056
2004-10-27,0.000050,0.000057
2004-10-28,0.000035,0.000067
2004-10-29,0.000034,0.000080
2004-11-01,0.000023,0.000072
2004-11-02,0.000050,0.000064
2004-11-03,0.000053,0.000079
2004-11-04,0.000042,0.000075
2004-11-05,0.000045,0.000069
2004-11-08,0.000022,0.000084
2004-11-09,0.000024,0.000081
2004-11-10,0.000032,0.000070
2004-11-11,0.000020,0.000060
2004-11-12,0.000022,0.000056
2004-11-15,0.000026,0.000052
2004-11-16,0.000023,0.000050
2004-11-17,0.000029,0.000048
2004-11-18,0.000021,0.000042
2004-11-19,0.000037,0.000040
2004-11-22,0.000023,0.000036
2004-11-23,0.000034,0.000037
2004-11-24,0.000024,0.000036
2004-11-29,0.000055,0.000037
2004-11-30,0.000044,0.000032
2004-12-01,0.000025,0.000029
2004-12-02,0.000034,0.000029
2004-12-03,0.000053,0.000037
2004-12-06,0.000022,0.000033
2004-12-07,0.000039,0.000032
2004-12-08,0.000030,0.000048
2004-12-09,0.000041,0.000042
2004-12-10,0.000032,0.000041
2004-12-13,0.000020,0.000038
2004-12-14,0.000024,0.000036
2004-12-15,0.000028,0.000039
2004-12-16,0.000032,0.000043
2004-12-17,0.000039,0.000040
2004-12-20,0.000028,0.000040
2004-12-21,0.000020,0.000038
2004-12-22,0.000021,0.000038
2004-12-23,0.000015,0.000055
2004-12-27,0.000028,0.000049
2004-12-28,0.000017,0.000043
2004-12-29,0.000012,0.000043
2004-12-30,0.000008,0.000038
2004-12-31,0.000013,0.000035
2005-01-03,0.000042,0.000033
2005-01-04,0.000052,0.000034
2005-01-05,0.000047,0.000043
2005-01-06,0.000039,0.000042
2005-01-07,0.000050,0.000037
2005-01-10,0.000036,0.000034
2005-01-11,0.000033,0.000033
2005-01-12,0.000055,0.000037
2005-01-13,0.000036,0.000033
2005-01-14,0.000027,0.000032
2005-01-18,0.000030,0.000032
2005-01-19,0.000025,0.000033
2005-01-20,0.000050,0.000043
2005-01-21,0.000039,0.000061
2005-01-24,0.000049,0.000064
2005-01-25,0.000026,0.000058
2005-01-26,0.000028,0.000058
2005-01-27,0.000030,0.000052
2005-01-28,0.000035,0.000059
2005-01-31,0.000027,0.000054
2005-02-01,0.000017,0.000066
2005-02-02,0.000024,0.000058
2005-02-03,0.000021,0.000050
2005-02-04,0.000022,0.000064
2005-02-07,0.000014,0.000074
2005-02-08,0.000019,0.000082
2005-02-09,0.000028,0.000084
2005-02-10,0.000024,0.000076
2005-02-11,0.000043,0.000067
2005-02-14,0.000011,0.000064
2005-02-15,0.000020,0.000066
2005-02-16,0.000019,0.000057
2005-02-17,0.000030,0.000050
2005-02-18,0.000020,0.000046
2005-02-22,0.000035,0.000047
2005-02-23,0.000029,0.000041
2005-02-24,0.000041,0.000042
2005-02-25,0.000026,0.000040
2005-02-28,0.000030,0.000051
2005-03-01,0.000025,0.000046
2005-03-02,0.000039,0.000040
2005-03-03,0.000035,0.000039
2005-03-04,0.000027,0.000036
2005-03-07,0.000025,0.000035
2005-03-08,0.000026,0.000045
2005-03-09,0.000038,0.000043
2005-03-10,0.000035,0.000068
2005-03-11,0.000041,0.000060
2005-03-14,0.000027,0.000052
2005-03-15,0.000031,0.000045
2005-03-16,0.000031,0.000053
2005-03-17,0.000027,0.000047
2005-03-18,0.000045,0.000046
2005-03-21,0.000039,0.000044
2005-03-22,0.000055,0.000039
2005-03-23,0.000041,0.000036
2005-03-24,0.000027,0.000041
2005-03-28,0.000022,0.000055
2005-03-29,0.000043,0.000052
2005-03-30,0.000035,0.000061
2005-03-31,0.000033,0.000054
2005-04-01,0.000066,0.000064
2005-04-04,0.000040,0.000074
2005-04-05,0.000032,0.000069
2005-04-06,0.000030,0.000067
2005-04-07,0.000027,0.000072
2005-04-08,0.000025,0.000088
2005-04-11,0.000024,0.000083
2005-04-12,0.000056,0.000081
2005-04-13,0.000038,0.000075
2005-04-14,0.000057,0.000085
2005-04-15,0.000095,0.000072
2005-04-18,0.000070,0.000070
2005-04-19,0.000033,0.000078
2005-04-20,0.000075,0.000072
2005-04-21,0.000055,0.000064
2005-04-22,0.000078,0.000059
2005-04-25,0.000045,0.000052
2005-04-26,0.000050,0.000064
2005-04-27,0.000059,0.000062
2005-04-28,0.000062,0.000055
2005-04-29,0.000084,0.000073
2005-05-02,0.000030,0.000089
2005-05-03,0.000096,0.000124
2005-05-04,0.000039,0.000114
2005-05-05,0.000069,0.000101
2005-05-06,0.000046,0.000126
2005-05-09,0.000026,0.000108
2005-05-10,0.000044,0.000116
2005-05-11,0.000058,0.000100
2005-05-12,0.000066,0.000113
2005-05-13,0.000091,0.000102
2005-05-16,0.000034,0.000121
2005-05-17,0.000039,0.000104
2005-05-18,0.000029,0.000093
2005-05-19,0.000035,0.000090
2005-05-20,0.000024,0.000077
2005-05-23,0.000027,0.000078
2005-05-24,0.000034,0.000076
2005-05-25,0.000020,0.000067
2005-05-26,0.000013,0.000084
2005-05-27,0.000010,0.000075
2005-05-31,0.000026,0.000090
2005-06-01,0.000054,0.000094
2005-06-02,0.000018,0.000081
2005-06-03,0.000026,0.000071
2005-06-06,0.000013,0.000061
2005-06-07,0.000040,0.000054
2005-06-08,0.000020,0.000054
2005-06-09,0.000042,0.000049
2005-06-10,0.000025,0.000048
2005-06-13,0.000036,0.000051
2005-06-14,0.000028,0.000045
2005-06-15,0.000028,0.000042
2005-06-16,0.000021,0.000049
2005-06-17,0.000027,0.000043
2005-06-20,0.000018,0.000041
2005-06-21,0.000025,0.000049
2005-06-22,0.000026,0.000046
2005-06-23,0.000042,0.000045
2005-06-24,0.000035,0.000046
2005-06-27,0.000024,0.000041
2005-06-28,0.000013,0.000043
2005-06-29,0.000019,0.000040
2005-06-30,0.000030,0.000037
2005-07-01,0.000027,0.000035
2005-07-05,0.000030,0.000032
2005-07-06,0.000029,0.000029
2005-07-07,0.000059,0.000029
2005-07-08,0.000029,0.000031
2005-07-11,0.000024,0.000030
2005-07-12,0.000026,0.000045
2005-07-13,0.000021,0.000055
2005-07-14,0.000035,0.000054
2005-07-15,0.000014,0.000047
2005-07-18,0.000019,0.000047
2005-07-19,0.000024,0.000056
2005-07-20,0.000037,0.000052
2005-07-21,0.000059,0.000045
2005-07-22,0.000024,0.000056
2005-07-25,0.000024,0.000051
2005-07-26,0.000024,0.000045
2005-07-27,0.000017,0.000040
2005-07-28,0.000020,0.000037
2005-07-29,0.000022,0.000035
2005-08-01,0.000019,0.000033
2005-08-02,0.000020,0.000032
2005-08-03,0.000015,0.000038
2005-08-04,0.000017,0.000033
2005-08-05,0.000021,0.000030
2005-08-08,0.000023,0.000038
2005-08-09,0.000016,0.000034
2005-08-10,0.000038,0.000037
2005-08-11,0.000037,0.000035
2005-08-12,0.000029,0.000032
2005-08-15,0.000026,0.000029
2005-08-16,0.000027,0.000038
2005-08-17,0.000035,0.000036
2005-08-18,0.000032,0.000032
2005-08-19,0.000017,0.000031
2005-08-22,0.000033,0.000040
2005-08-23,0.000028,0.000050
2005-08-24,0.000043,0.000051
2005-08-25,0.000016,0.000045
2005-08-26,0.000032,0.000046
2005-08-29,0.000030,0.000040
2005-08-30,0.000050,0.000047
2005-08-31,0.000062,0.000043
2005-09-01,0.000058,0.000061
2005-09-02,0.000026,0.000058
2005-09-06,0.000023,0.000057
2005-09-07,0.000019,0.000055
2005-09-08,0.000018,0.000051
2005-09-09,0.000015,0.000054
2005-09-12,0.000014,0.000062
2005-09-13,0.000025,0.000057
2005-09-14,0.000023,0.000064
2005-09-15,0.000029,0.000057
2005-09-16,0.000021,0.000059
2005-09-19,0.000019,0.000051
2005-09-20,0.000040,0.000048
2005-09-21,0.000035,0.000050
2005-09-22,0.000056,0.000044
2005-09-23,0.000032,0.000041
2005-09-26,0.000034,0.000045
2005-09-27,0.000034,0.000039
2005-09-28,0.000027,0.000039
2005-09-29,0.000050,0.000048
2005-09-30,0.000023,0.000051
2005-10-03,0.000027,0.000049
2005-10-04,0.000039,0.000042
2005-10-05,0.000064,0.000049
2005-10-06,0.000106,0.000059
2005-10-07,0.000045,0.000072
2005-10-10,0.000053,0.000065
2005-10-11,0.000070,0.000062
2005-10-12,0.000092,0.000060
2005-10-13,0.000088,0.000058
2005-10-14,0.000056,0.000054
2005-10-17,0.000031,0.000047
2005-10-18,0.000035,0.000045
2005-10-19,0.000077,0.000046
2005-10-20,0.000091,0.000060
2005-10-21,0.000064,0.000087
2005-10-24,0.000051,0.000090
2005-10-25,0.000050,0.000081
2005-10-26,0.000069,0.000090
2005-10-27,0.000043,0.000090
2005-10-28,0.000056,0.000096
2005-10-31,0.000044,0.000093
2005-11-01,0.000031,0.000081
2005-11-02,0.000030,0.000074
2005-11-03,0.000034,0.000089
2005-11-04,0.000033,0.000077
2005-11-07,0.000026,0.000106
2005-11-08,0.000019,0.000099
2005-11-09,0.000035,0.000084
2005-11-10,0.000046,0.000084
2005-11-11,0.000008,0.000088
2005-11-14,0.000019,0.000105
2005-11-15,0.000028,0.000089
2005-11-16,0.000023,0.000078
2005-11-17,0.000019,0.000080
2005-11-18,0.000026,0.000069
2005-11-21,0.000020,0.000062
2005-11-22,0.000024,0.000060
2005-11-23,0.000017,0.000055
2005-11-28,0.000022,0.000057
2005-11-29,0.000024,0.000054
2005-11-30,0.000036,0.000047
2005-12-01,0.000018,0.000043
2005-12-02,0.000017,0.000043
2005-12-05,0.000019,0.000046
2005-12-06,0.000029,0.000043
2005-12-07,0.000031,0.000038
2005-12-08,0.000040,0.000034
2005-12-09,0.000025,0.000030
2005-12-12,0.000020,0.000027
2005-12-13,0.000041,0.000025
2005-12-14,0.000022,0.000024
2005-12-15,0.000025,0.000034
2005-12-16,0.000019,0.000034
2005-12-19,0.000020,0.000041
2005-12-20,0.000021,0.000036
2005-12-21,0.000021,0.000035
2005-12-22,0.000014,0.000037
2005-12-23,0.000010,0.000036
2005-12-27,0.000026,0.000041
2005-12-28,0.000014,0.000041
2005-12-29,0.000018,0.000038
2005-12-30,0.000020,0.000036
2006-01-03,0.000057,0.000033
2006-01-04,0.000030,0.000030
2006-01-05,0.000027,0.000031
2006-01-06,0.000027,0.000033
2006-01-09,0.000015,0.000040
2006-01-10,0.000017,0.000039
2006-01-11,0.000021,0.000036
2006-01-12,0.000017,0.000033
2006-01-13,0.000022,0.000032
2006-01-17,0.000019,0.000045
2006-01-18,0.000034,0.000043
2006-01-19,0.000020,0.000045
2006-01-20,0.000050,0.000050
2006-01-23,0.000031,0.000046
2006-01-24,0.000031,0.000042
2006-01-25,0.000058,0.000041
2006-01-26,0.000028,0.000036
2006-01-27,0.000037,0.000033
2006-01-30,0.000012,0.000033
2006-01-31,0.000041,0.000030
2006-02-01,0.000038,0.000037
2006-02-02,0.000045,0.000035
2006-02-03,0.000042,0.000039
2006-02-06,0.000021,0.000042
2006-02-07,0.000042,0.000038
2006-02-08,0.000024,0.000073
2006-02-09,0.000025,0.000068
2006-02-10,0.000048,0.000063
2006-02-13,0.000023,0.000063
2006-02-14,0.000039,0.000055
2006-02-15,0.000041,0.000048
2006-02-16,0.000015,0.000045
2006-02-17,0.000015,0.000049
2006-02-21,0.000026,0.000046
2006-02-22,0.000019,0.000058
2006-02-23,0.000026,0.000063
2006-02-24,0.000021,0.000060
2006-02-27,0.000016,0.000071
2006-02-28,0.000030,0.000062
2006-03-01,0.000016,0.000061
2006-03-02,0.000031,0.000056
2006-03-03,0.000042,0.000059
2006-03-06,0.000034,0.000051
2006-03-07,0.000028,0.000046
2006-03-08,0.000034,0.000040
2006-03-09,0.000020,0.000041
2006-03-10,0.000039,0.000044
2006-03-13,0.000018,0.000039
2006-03-14,0.000019,0.000042
2006-03-15,0.000018,0.000040
2006-03-16,0.000022,0.000036
2006-03-17,0.000015,0.000051
2006-03-20,0.000021,0.000044
2006-03-21,0.000035,0.000045
2006-03-22,0.000025,0.000046
2006-03-23,0.000023,0.000054
2006-03-24,0.000025,0.000055
2006-03-27,0.000014,0.000051
2006-03-28,0.000036,0.000056
2006-03-29,0.000027,0.000049
2006-03-30,0.000043,0.000045
2006-03-31,0.000027,0.000040
2006-04-03,0.000029,0.000036
2006-04-04,0.000035,0.000034
2006-04-05,0.000027,0.000032
2006-04-06,0.000025,0.000033
2006-04-07,0.000052,0.000040
2006-04-10,0.000019,0.000036
2006-04-11,0.000036,0.000038
2006-04-12,0.000022,0.000036
2006-04-13,0.000025,0.000037
2006-04-17,0.000021,0.000044
2006-04-18,0.000048,0.000039
2006-04-19,0.000037,0.000040
2006-04-20,0.000042,0.000044
2006-04-21,0.000030,0.000041
2006-04-24,0.000022,0.000036
2006-04-25,0.000040,0.000033
2006-04-26,0.000028,0.000034
2006-04-27,0.000092,0.000049
2006-04-28,0.000032,0.000047
2006-05-01,0.000052,0.000056
2006-05-02,0.000020,0.000053
2006-05-03,0.000025,0.000051
2006-05-04,0.000016,0.000053
2006-05-05,0.000018,0.000049
2006-05-08,0.000008,0.000046
2006-05-09,0.000008,0.000043
2006-05-10,0.000030,0.000043
2006-05-11,0.000035,0.000044
2006-05-12,0.000058,0.000049
2006-05-15,0.000060,0.000045
2006-05-16,0.000028,0.000041
2006-05-17,0.000091,0.000040
2006-05-18,0.000060,0.000044
2006-05-19,0.000098,0.000039
2006-05-22,0.000119,0.000043
2006-05-23,0.000060,0.000039
2006-05-24,0.000154,0.000034
2006-05-25,0.000033,0.000035
2006-05-26,0.000020,0.000034
2006-05-30,0.000038,0.000035
2006-05-31,0.000063,0.000054
2006-06-01,0.000038,0.000072
2006-06-02,0.000057,0.000066
2006-06-05,0.000043,0.000066
2006-06-06,0.000103,0.000099
2006-06-07,0.000068,0.000107
2006-06-08,0.000190,0.000097
2006-06-09,0.000076,0.000099
2006-06-12,0.000058,0.000102
2006-06-13,0.000158,0.000095
2006-06-14,0.000077,0.000081
2006-06-15,0.000060,0.000072
2006-06-16,0.000054,0.000103
2006-06-19,0.000069,0.000089
2006-06-20,0.000046,0.000076
2006-06-21,0.000049,0.000071
2006-06-22,0.000040,0.000108
2006-06-23,0.000050,0.000105
2006-06-26,0.000022,0.000111
2006-06-27,0.000035,0.000104
2006-06-28,0.000031,0.000107
2006-06-29,0.000073,0.000131
2006-06-30,0.000021,0.000147
2006-07-05,0.000025,0.000131
2006-07-06,0.000025,0.000113
2006-07-07,0.000041,0.000114
2006-07-10,0.000024,0.000128
2006-07-11,0.000038,0.000122
2006-07-12,0.000038,0.000105
2006-07-13,0.000066,0.000109
2006-07-14,0.000080,0.000105
2006-07-17,0.000058,0.000094
2006-07-18,0.000080,0.000108
2006-07-19,0.000074,0.000096
2006-07-20,0.000041,0.000085
2006-07-21,0.000076,0.000085
2006-07-24,0.000039,0.000074
2006-07-25,0.000063,0.000083
2006-07-26,0.000042,0.000076
2006-07-27,0.000052,0.000084
2006-07-28,0.000044,0.000079
2006-07-31,0.000020,0.000071
2006-08-01,0.000027,0.000088
2006-08-02,0.000033,0.000112
2006-08-03,0.000030,0.000116
2006-08-04,0.000066,0.000113
2006-08-07,0.000025,0.000105
2006-08-08,0.000078,0.000090
2006-08-09,0.000037,0.000102
2006-08-10,0.000048,0.000111
2006-08-11,0.000030,0.000095
2006-08-14,0.000023,0.000083
2006-08-15,0.000026,0.000080
2006-08-16,0.000017,0.000083
2006-08-17,0.000018,0.000071
2006-08-18,0.000022,0.000070
2006-08-21,0.000013,0.000075
2006-08-22,0.000020,0.000066
2006-08-23,0.000025,0.000061
2006-08-24,0.000021,0.000060
2006-08-25,0.000018,0.000062
2006-08-28,0.000017,0.000064
2006-08-29,0.000026,0.000068
2006-08-30,0.000016,0.000060
2006-08-31,0.000010,0.000064
2006-09-01,0.000014,0.000060
2006-09-05,0.000012,0.000052
2006-09-06,0.000015,0.000046
2006-09-07,0.000027,0.000043
2006-09-08,0.000017,0.000039
2006-09-11,0.000024,0.000043
2006-09-12,0.000018,0.000041
2006-09-13,0.000013,0.000045
2006-09-14,0.000016,0.000042
2006-09-15,0.000019,0.000042
2006-09-18,0.000021,0.000037
2006-09-19,0.000023,0.000035
2006-09-20,0.000020,0.000034
2006-09-21,0.000032,0.000034
2006-09-22,0.000020,0.000030
2006-09-25,0.000037,0.000029
2006-09-26,0.000031,0.000042
2006-09-27,0.000031,0.000047
2006-09-28,0.000017,0.000043
2006-09-29,0.000013,0.000041
2006-10-02,0.000018,0.000036
2006-10-03,0.000027,0.000033
2006-10-04,0.000024,0.000034
2006-10-05,0.000014,0.000031
2006-10-06,0.000027,0.000030
2006-10-09,0.000011,0.000032
2006-10-10,0.000015,0.000029
2006-10-11,0.000026,0.000035
2006-10-12,0.000010,0.000037
2006-10-13,0.000012,0.000032
2006-10-16,0.000005,0.000029
2006-10-17,0.000018,0.000028
2006-10-18,0.000032,0.000027
2006-10-19,0.000017,0.000029
2006-10-20,0.000010,0.000032
2006-10-23,0.000022,0.000031
2006-10-24,0.000018,0.000028
2006-10-25,0.000028,0.000027
2006-10-26,0.000019,0.000029
2006-10-27,0.000025,0.000028
2006-10-30,0.000019,0.000027
2006-10-31,0.000027,0.000029
2006-11-01,0.000030,0.000026
2006-11-02,0.000017,0.000025
2006-11-03,0.000029,0.000024
2006-11-06,0.000017,0.000027
2006-11-07,0.000020,0.000026
2006-11-08,0.000032,0.000026
2006-11-09,0.000027,0.000025
2006-11-10,0.000017,0.000023
2006-11-13,0.000020,0.000023
2006-11-14,0.000032,0.000021
2006-11-15,0.000019,0.000020
2006-11-16,0.000017,0.000029
2006-11-17,0.000016,0.000029
2006-11-20,0.000020,0.000029
2006-11-21,0.000009,0.000037
2006-11-22,0.000014,0.000037
2006-11-27,0.000033,0.000038
2006-11-28,0.000045,0.000034
2006-11-29,0.000030,0.000032
2006-11-30,0.000046,0.000030
2006-12-01,0.000064,0.000036
2006-12-04,0.000022,0.000034
2006-12-05,0.000023,0.000031
2006-12-06,0.000013,0.000028
2006-12-07,0.000023,0.000026
2006-12-08,0.000029,0.000025
2006-12-11,0.000010,0.000024
2006-12-12,0.000028,0.000025
2006-12-13,0.000014,0.000024
2006-12-14,0.000024,0.000023
2006-12-15,0.000013,0.000026
2006-12-18,0.000015,0.000047
2006-12-19,0.000026,0.000043
2006-12-20,0.000010,0.000037
2006-12-21,0.000018,0.000036
2006-12-22,0.000025,0.000038
2006-12-26,0.000010,0.000034
2006-12-27,0.000008,0.000031
2006-12-28,0.000014,0.000031
2006-12-29,0.000022,0.000035
2007-01-03,0.000050,0.000033
2007-01-04,0.000049,0.000031
2007-01-05,0.000038,0.000032
2007-01-08,0.000033,0.000031
2007-01-09,0.000038,0.000027
2007-01-10,0.000027,0.000027
2007-01-11,0.000019,0.000030
2007-01-12,0.000018,0.000028
2007-01-16,0.000016,0.000029
2007-01-17,0.000024,0.000033
2007-01-18,0.000027,0.000038
2007-01-19,0.000018,0.000034
2007-01-22,0.000019,0.000031
2007-01-23,0.000019,0.000032
2007-01-24,0.000014,0.000036
2007-01-25,0.000023,0.000037
2007-01-26,0.000037,0.000035
2007-01-29,0.000022,0.000042
2007-01-30,0.000018,0.000039
2007-01-31,0.000031,0.000039
2007-02-01,0.000019,0.000036
2007-02-02,0.000014,0.000032
2007-02-05,0.000012,0.000029
2007-02-06,0.000010,0.000028
2007-02-07,0.000010,0.000029
2007-02-08,0.000018,0.000032
2007-02-09,0.000029,0.000030
2007-02-12,0.000014,0.000035
2007-02-13,0.000011,0.000032
2007-02-14,0.000018,0.000029
2007-02-15,0.000011,0.000045
2007-02-16,0.000006,0.000045
2007-02-20,0.000017,0.000045
2007-02-21,0.000019,0.000040
2007-02-22,0.000025,0.000035
2007-02-23,0.000019,0.000031
2007-02-26,0.000016,0.000030
2007-02-27,0.000253,0.000030
2007-02-28,0.000132,0.000030
2007-03-01,0.000164,0.000028
2007-03-02,0.000076,0.000029
2007-03-05,0.000113,0.000038
2007-03-06,0.000035,0.000040
2007-03-07,0.000042,0.000036
2007-03-08,0.000034,0.000031
2007-03-09,0.000038,0.000030
2007-03-12,0.000024,0.000031
2007-03-13,0.000072,0.000029
2007-03-14,0.000137,0.000030
2007-03-15,0.000048,0.000030
2007-03-16,0.000037,0.000033
2007-03-19,0.000026,0.000034
2007-03-20,0.000022,0.000132
2007-03-21,0.000065,0.000118
2007-03-22,0.000025,0.000116
2007-03-23,0.000026,0.000137
2007-03-26,0.000050,0.000151
2007-03-27,0.000022,0.000128
2007-03-28,0.000053,0.000126
2007-03-29,0.000050,0.000110
2007-03-30,0.000074,0.000104
2007-04-02,0.000030,0.000095
2007-04-03,0.000020,0.000143
2007-04-04,0.000014,0.000127
2007-04-05,0.000007,0.000115
2007-04-09,0.000011,0.000116
2007-04-10,0.000012,0.000100
2007-04-11,0.000028,0.000088
2007-04-12,0.000024,0.000076
2007-04-13,0.000016,0.000073
2007-04-16,0.000009,0.000069
2007-04-17,0.000017,0.000065
2007-04-18,0.000017,0.000073
2007-04-19,0.000025,0.000083
2007-04-20,0.000012,0.000075
2007-04-23,0.000015,0.000074
2007-04-24,0.000026,0.000068
2007-04-25,0.000019,0.000059
2007-04-26,0.000018,0.000055
2007-04-27,0.000020,0.000051
2007-04-30,0.000022,0.000049
2007-05-01,0.000035,0.000045
2007-05-02,0.000014,0.000053
2007-05-03,0.000018,0.000046
2007-05-04,0.000020,0.000042
2007-05-07,0.000008,0.000037
2007-05-08,0.000013,0.000035
2007-05-09,0.000036,0.000034
2007-05-10,0.000037,0.000035
2007-05-11,0.000019,0.000031
2007-05-14,0.000023,0.000033
2007-05-15,0.000047,0.000033
2007-05-16,0.000022,0.000029
2007-05-17,0.000018,0.000030
2007-05-18,0.000016,0.000030
2007-05-21,0.000015,0.000039
2007-05-22,0.000022,0.000036
2007-05-23,0.000027,0.000032
2007-05-24,0.000057,0.000029
2007-05-25,0.000020,0.000028
2007-05-29,0.000026,0.000026
2007-05-30,0.000032,0.000027
2007-05-31,0.000018,0.000025
2007-06-01,0.000021,0.000046
2007-06-04,0.000012,0.000040
2007-06-05,0.000026,0.000041
2007-06-06,0.000030,0.000041
2007-06-07,0.000077,0.000036
2007-06-08,0.000051,0.000037
2007-06-11,0.000027,0.000032
2007-06-12,0.000056,0.000031
2007-06-13,0.000049,0.000031
2007-06-14,0.000024,0.000032
2007-06-15,0.000015,0.000045
2007-06-18,0.000016,0.000040
2007-06-19,0.000020,0.000038
2007-06-20,0.000049,0.000033
2007-06-21,0.000072,0.000033
2007-06-22,0.000076,0.000030
2007-06-25,0.000088,0.000028
2007-06-26,0.000081,0.000034
2007-06-27,0.000059,0.000045
2007-06-28,0.000058,0.000079
2007-06-29,0.000080,0.000068
2007-07-02,0.000027,0.000064
2007-07-05,0.000022,0.000081
2007-07-06,0.000020,0.000070
2007-07-09,0.000017,0.000062
2007-07-10,0.000058,0.000055
2007-07-11,0.000048,0.000054
2007-07-12,0.000026,0.000051
2007-07-13,0.000024,0.000074
2007-07-16,0.000019,0.000065
2007-07-17,0.000024,0.000088
2007-07-18,0.000075,0.000089
2007-07-19,0.000023,0.000090
2007-07-20,0.000072,0.000078
2007-07-23,0.000026,0.000075
2007-07-24,0.000071,0.000075
2007-07-25,0.000134,0.000064
2007-07-26,0.000285,0.000058
2007-07-27,0.000212,0.000056
2007-07-30,0.000132,0.000051
2007-07-31,0.000133,0.000048
2007-08-01,0.000327,0.000073
2007-08-02,0.000114,0.000064
2007-08-03,0.000170,0.000059
2007-08-06,0.000217,0.000054
2007-08-07,0.000234,0.000055
2007-08-08,0.000141,0.000053
