Date,VIX
2001-08-02,0.2009
2001-08-03,0.1989
2001-08-06,0.2189
2001-08-07,0.2101
2001-08-08,0.2232
2001-08-09,0.2175
2001-08-10,0.2055
2001-08-13,0.2042
2001-08-14,0.2048
2001-08-15,0.2091
2001-08-16,0.2154
2001-08-17,0.2384
2001-08-20,0.2287
2001-08-21,0.2440
2001-08-22,0.2244
2001-08-23,0.2223
2001-08-24,0.1971
2001-08-27,0.2056
2001-08-28,0.2200
2001-08-29,0.2303
2001-08-30,0.2541
2001-08-31,0.2492
2001-09-04,0.2585
2001-09-05,0.2635
2001-09-06,0.2861
2001-09-07,0.3099
2001-09-10,0.3184
2001-09-17,0.4176
2001-09-18,0.3887
2001-09-19,0.4056
2001-09-20,0.4374
2001-09-21,0.4266
2001-09-24,0.3775
2001-09-25,0.3581
2001-09-26,0.3526
2001-09-27,0.3400
2001-09-28,0.3193
2001-10-01,0.3232
2001-10-02,0.3118
2001-10-03,0.3134
2001-10-04,0.3197
2001-10-05,0.3339
2001-10-08,0.3512
2001-10-09,0.3483
2001-10-10,0.3160
2001-10-11,0.3150
2001-10-12,0.3527
2001-10-15,0.3531
2001-10-16,0.3288
2001-10-17,0.3508
2001-10-18,0.3495
2001-10-19,0.3411
2001-10-22,0.3225
2001-10-23,0.3200
2001-10-24,0.3095
2001-10-25,0.2946
2001-10-26,0.2842
2001-10-29,0.3164
2001-10-30,0.3346
2001-10-31,0.3356
2001-11-01,0.3231
2001-11-02,0.3071
2001-11-05,0.3050
2001-11-06,0.2880
2001-11-07,0.2913
2001-11-08,0.2862
2001-11-09,0.2744
2001-11-12,0.2935
2001-11-13,0.2647
2001-11-14,0.2656
2001-11-15,0.2556
2001-11-16,0.2507
2001-11-19,0.2446
2001-11-20,0.2412
2001-11-21,0.2419
2001-11-23,0.2325
2001-11-26,0.2379
2001-11-27,0.2400
2001-11-28,0.2590
2001-11-29,0.2518
2001-11-30,0.2384
2001-12-03,0.2577
2001-12-04,0.2408
2001-12-05,0.2302
2001-12-06,0.2371
2001-12-07,0.2349
2001-12-10,0.2562
2001-12-11,0.2530
2001-12-12,0.2487
2001-12-13,0.2591
2001-12-14,0.2463
2001-12-17,0.2426
2001-12-18,0.2329
2001-12-19,0.2258
2001-12-20,0.2367
2001-12-21,0.2250
2001-12-24,0.2262
2001-12-26,0.2229
2001-12-27,0.2159
2001-12-28,0.2140
2001-12-31,0.2380
2002-01-02,0.2271
2002-01-03,0.2134
2002-01-04,0.2045
2002-01-07,0.2194
2002-01-08,0.2183
2002-01-09,0.2213
2002-01-10,0.2236
2002-01-11,0.2260
2002-01-14,0.2358
2002-01-15,0.2270
2002-01-16,0.2345
2002-01-17,0.2225
2002-01-18,0.2252
2002-01-22,0.2361
2002-01-23,0.2188
2002-01-24,0.2115
2002-01-25,0.2101
2002-01-28,0.2114
2002-01-29,0.2435
2002-01-30,0.2322
2002-01-31,0.2109
2002-02-01,0.2112
2002-02-04,0.2487
2002-02-05,0.2545
2002-02-06,0.2609
2002-02-07,0.2511
2002-02-08,0.2326
2002-02-11,0.2178
2002-02-12,0.2162
2002-02-13,0.2085
2002-02-14,0.2177
2002-02-15,0.2237
2002-02-19,0.2443
2002-02-20,0.2266
2002-02-21,0.2380
2002-02-22,0.2286
2002-02-25,0.2184
2002-02-26,0.2168
2002-02-27,0.2149
2002-02-28,0.2159
2002-03-01,0.1996
2002-03-04,0.2050
2002-03-05,0.2030
2002-03-06,0.1994
2002-03-07,0.2004
2002-03-08,0.1927
2002-03-11,0.1984
2002-03-12,0.1959
2002-03-13,0.1946
2002-03-14,0.1920
2002-03-15,0.1842
2002-03-18,0.1893
2002-03-19,0.1816
2002-03-20,0.1846
2002-03-21,0.1815
2002-03-22,0.1777
2002-03-25,0.1848
2002-03-26,0.1813
2002-03-27,0.1770
2002-03-28,0.1740
2002-04-01,0.1873
2002-04-02,0.1916
2002-04-03,0.2020
2002-04-04,0.1978
2002-04-05,0.1913
2002-04-08,0.1961
2002-04-09,0.1947
2002-04-10,0.1819
2002-04-11,0.2030
2002-04-12,0.1942
2002-04-15,0.1982
2002-04-16,0.1811
2002-04-17,0.1843
2002-04-18,0.1929
2002-04-19,0.1830
2002-04-22,0.1977
2002-04-23,0.2028
2002-04-24,0.2077
2002-04-25,0.2095
2002-04-26,0.2214
2002-04-29,0.2405
2002-04-30,0.2191
2002-05-01,0.2006
2002-05-02,0.2007
2002-05-03,0.2019
2002-05-06,0.2256
2002-05-07,0.2194
2002-05-08,0.2039
2002-05-09,0.2156
2002-05-10,0.2241
2002-05-13,0.2072
2002-05-14,0.1935
2002-05-15,0.1919
2002-05-16,0.1850
2002-05-17,0.1770
2002-05-20,0.1924
2002-05-21,0.2005
2002-05-22,0.1958
2002-05-23,0.1823
2002-05-24,0.1890
2002-05-28,0.2031
2002-05-29,0.2039
2002-05-30,0.2061
2002-05-31,0.1998
2002-06-03,0.2337
2002-06-04,0.2389
2002-06-05,0.2261
2002-06-06,0.2416
2002-06-07,0.2351
2002-06-10,0.2372
2002-06-11,0.2445
2002-06-12,0.2415
2002-06-13,0.2502
2002-06-14,0.2596
2002-06-17,0.2464
2002-06-18,0.2424
2002-06-19,0.2606
2002-06-20,0.2748
2002-06-21,0.2723
2002-06-24,0.2698
2002-06-25,0.2784
2002-06-26,0.2842
2002-06-27,0.2629
2002-06-28,0.2540
2002-07-01,0.2711
2002-07-02,0.2896
2002-07-03,0.2942
2002-07-05,0.2711
2002-07-08,0.2825
2002-07-09,0.3022
2002-07-10,0.3410
2002-07-11,0.3385
2002-07-12,0.3294
2002-07-15,0.3503
2002-07-16,0.3665
2002-07-17,0.3545
2002-07-18,0.3512
2002-07-19,0.3817
2002-07-22,0.4187
2002-07-23,0.4492
2002-07-24,0.3986
2002-07-25,0.3927
2002-07-26,0.3551
2002-07-29,0.3133
2002-07-30,0.3192
2002-07-31,0.3203
2002-08-01,0.3695
2002-08-02,0.4129
2002-08-05,0.4508
2002-08-06,0.4203
2002-08-07,0.3873
2002-08-08,0.3633
2002-08-09,0.3533
2002-08-12,0.3705
2002-08-13,0.3582
2002-08-14,0.3236
2002-08-15,0.2943
2002-08-16,0.2881
2002-08-19,0.2861
2002-08-20,0.2959
2002-08-21,0.2823
2002-08-22,0.2775
2002-08-23,0.2932
2002-08-26,0.2989
2002-08-27,0.3011
2002-08-28,0.3332
2002-08-30,0.3264
2002-09-03,0.3997
2002-09-04,0.3744
2002-09-05,0.3886
2002-09-06,0.3633
2002-09-09,0.3645
2002-09-10,0.3508
2002-09-11,0.3481
2002-09-12,0.3750
2002-09-13,0.3582
2002-09-16,0.3674
2002-09-17,0.3801
2002-09-18,0.3752
2002-09-19,0.4065
2002-09-20,0.3898
2002-09-23,0.3968
2002-09-24,0.4052
2002-09-25,0.3733
2002-09-26,0.3460
2002-09-27,0.3697
2002-09-30,0.3969
2002-10-01,0.3412
2002-10-02,0.3683
2002-10-03,0.3731
2002-10-04,0.3946
2002-10-07,0.4264
2002-10-08,0.4102
2002-10-09,0.4213
2002-10-10,0.3755
2002-10-11,0.3570
2002-10-14,0.3604
2002-10-15,0.3402
2002-10-16,0.3600
2002-10-17,0.3410
2002-10-18,0.3353
2002-10-21,0.3311
2002-10-22,0.3409
2002-10-23,0.3320
2002-10-24,0.3403
2002-10-25,0.3000
2002-10-28,0.3107
2002-10-29,0.3227
2002-10-30,0.3123
2002-10-31,0.3114
2002-11-01,0.2930
2002-11-04,0.3082
2002-11-05,0.3123
2002-11-06,0.3073
2002-11-07,0.3142
2002-11-08,0.2941
2002-11-11,0.3130
2002-11-12,0.3058
2002-11-13,0.3124
2002-11-14,0.2867
2002-11-15,0.2665
2002-11-18,0.2766
2002-11-19,0.2741
2002-11-20,0.2532
2002-11-21,0.2381
2002-11-22,0.2316
2002-11-25,0.2407
2002-11-26,0.2597
2002-11-27,0.2725
2002-11-29,0.2750
2002-12-02,0.2746
2002-12-03,0.2833
2002-12-04,0.2892
2002-12-05,0.3010
2002-12-06,0.2888
2002-12-09,0.3078
2002-12-10,0.2876
2002-12-11,0.2776
2002-12-12,0.2729
2002-12-13,0.2818
2002-12-16,0.2624
2002-12-17,0.2666
2002-12-18,0.2829
2002-12-19,0.3021
2002-12-20,0.2671
2002-12-23,0.2620
2002-12-24,0.2649
2002-12-26,0.2737
2002-12-27,0.2955
2002-12-30,0.2962
2002-12-31,0.2862
2003-01-02,0.2539
2003-01-03,0.2468
2003-01-06,0.2491
2003-01-07,0.2513
2003-01-08,0.2553
2003-01-09,0.2425
2003-01-10,0.2432
2003-01-13,0.2490
2003-01-14,0.2457
2003-01-15,0.2551
2003-01-16,0.2501
2003-01-17,0.2570
2003-01-21,0.2759
2003-01-22,0.2901
2003-01-23,0.2753
2003-01-24,0.3151
2003-01-27,0.3469
2003-01-28,0.3193
2003-01-29,0.3126
2003-01-30,0.3132
2003-01-31,0.3117
2003-02-03,0.3102
2003-02-04,0.3276
2003-02-05,0.3304
2003-02-06,0.3335
2003-02-07,0.3401
2003-02-10,0.3399
2003-02-11,0.3368
2003-02-12,0.3433
2003-02-13,0.3370
2003-02-14,0.3262
2003-02-18,0.3111
2003-02-19,0.3131
2003-02-20,0.3116
2003-02-21,0.3025
2003-02-24,0.3198
2003-02-25,0.3174
2003-02-26,0.3194
2003-02-27,0.3053
2003-02-28,0.2963
2003-03-03,0.3043
2003-03-04,0.3183
2003-03-05,0.3038
2003-03-06,0.3137
2003-03-07,0.3108
2003-03-10,0.3331
2003-03-11,0.3361
2003-03-12,0.3351
2003-03-13,0.3176
2003-03-14,0.3098
2003-03-17,0.3175
2003-03-18,0.3043
2003-03-19,0.3154
2003-03-20,0.3044
2003-03-21,0.2867
2003-03-24,0.3039
2003-03-25,0.2875
2003-03-26,0.2823
2003-03-27,0.2796
2003-03-28,0.2775
2003-03-31,0.2915
2003-04-01,0.2836
2003-04-02,0.2802
2003-04-03,0.2821
2003-04-04,0.2913
2003-04-07,0.2845
2003-04-08,0.2713
2003-04-09,0.2711
2003-04-10,0.2560
2003-04-11,0.2444
2003-04-14,0.2341
2003-04-15,0.2256
2003-04-16,0.2252
2003-04-17,0.2150
2003-04-21,0.2195
2003-04-22,0.2070
2003-04-23,0.2080
2003-04-24,0.2033
2003-04-25,0.2080
2003-04-28,0.2084
2003-04-29,0.2076
2003-04-30,0.2121
2003-05-01,0.2159
2003-05-02,0.2063
2003-05-05,0.2113
2003-05-06,0.2080
2003-05-07,0.2100
2003-05-08,0.2124
2003-05-09,0.1969
2003-05-12,0.1952
2003-05-13,0.1991
2003-05-14,0.2000
2003-05-15,0.1924
2003-05-16,0.1840
2003-05-19,0.2051
2003-05-20,0.2129
2003-05-21,0.2121
2003-05-22,0.1978
2003-05-23,0.1917
2003-05-27,0.1999
2003-05-28,0.2003
2003-05-29,0.2043
2003-05-30,0.1947
2003-06-02,0.2085
2003-06-03,0.2084
2003-06-04,0.2062
2003-06-05,0.2083
2003-06-06,0.2125
2003-06-09,0.2215
2003-06-10,0.2064
2003-06-11,0.2021
2003-06-12,0.2041
2003-06-13,0.2066
2003-06-16,0.2022
2003-06-17,0.2001
2003-06-18,0.1976
2003-06-19,0.1980
2003-06-20,0.1914
2003-06-23,0.2058
2003-06-24,0.2075
2003-06-25,0.2081
2003-06-26,0.1940
2003-06-27,0.1916
2003-06-30,0.1952
2003-07-01,0.1946
2003-07-02,0.1903
2003-07-03,0.1939
2003-07-07,0.2006
2003-07-08,0.1948
2003-07-09,0.1893
2003-07-10,0.1919
2003-07-11,0.1847
2003-07-14,0.1959
2003-07-15,0.1955
2003-07-16,0.1976
2003-07-17,0.2022
2003-07-18,0.1911
2003-07-21,0.1978
2003-07-22,0.1917
2003-07-23,0.1864
2003-07-24,0.1860
2003-07-25,0.1775
2003-07-28,0.1836
2003-07-29,0.1867
2003-07-30,0.1885
2003-07-31,0.1949
2003-08-01,0.2075
2003-08-04,0.2127
2003-08-05,0.2268
2003-08-06,0.2150
2003-08-07,0.2026
2003-08-08,0.1959
2003-08-11,0.1975
2003-08-12,0.1794
2003-08-13,0.1877
2003-08-14,0.1847
2003-08-15,0.1827
2003-08-18,0.1818
2003-08-19,0.1786
2003-08-20,0.1782
2003-08-21,0.1784
2003-08-22,0.1855
2003-08-25,0.1953
2003-08-26,0.1949
2003-08-27,0.1913
2003-08-28,0.1848
2003-08-29,0.1863
2003-09-02,0.1902
2003-09-03,0.1944
2003-09-04,0.1871
2003-09-05,0.1817
2003-09-08,0.1826
2003-09-09,0.1885
2003-09-10,0.2001
2003-09-11,0.1925
2003-09-12,0.1868
2003-09-15,0.1928
2003-09-16,0.1803
2003-09-17,0.1815
2003-09-18,0.1757
2003-09-19,0.1754
2003-09-22,0.1965
2003-09-23,0.1947
2003-09-24,0.2122
2003-09-25,0.2226
2003-09-26,0.2223
2003-09-29,0.2167
2003-09-30,0.2272
2003-10-01,0.2107
2003-10-02,0.2080
2003-10-03,0.1950
2003-10-06,0.1951
2003-10-07,0.1941
2003-10-08,0.1918
2003-10-09,0.1882
2003-10-10,0.1845
2003-10-13,0.1755
2003-10-14,0.1737
2003-10-15,0.1769
2003-10-16,0.1719
2003-10-17,0.1762
2003-10-20,0.1704
2003-10-21,0.1655
2003-10-22,0.1767
2003-10-23,0.1768
2003-10-24,0.1771
2003-10-27,0.1805
2003-10-28,0.1682
2003-10-29,0.1643
2003-10-30,0.1633
2003-10-31,0.1610
2003-11-03,0.1655
2003-11-04,0.1655
2003-11-05,0.1686
2003-11-06,0.1674
2003-11-07,0.1693
2003-11-10,0.1762
2003-11-11,0.1754
2003-11-12,0.1675
2003-11-13,0.1647
2003-11-14,0.1694
2003-11-17,0.1860
2003-11-18,0.1911
2003-11-19,0.1880
2003-11-20,0.1948
2003-11-21,0.1898
2003-11-24,0.1744
2003-11-25,0.1671
2003-11-26,0.1623
2003-11-28,0.1632
2003-12-01,0.1677
2003-12-02,0.1627
2003-12-03,0.1663
2003-12-04,0.1630
2003-12-05,0.1709
2003-12-08,0.1654
2003-12-09,0.1763
2003-12-10,0.1787
2003-12-11,0.1673
2003-12-12,0.1641
2003-12-15,0.1723
2003-12-16,0.1593
2003-12-17,0.1558
2003-12-18,0.1616
2003-12-19,0.1642
2003-12-22,0.1694
2003-12-23,0.1649
2003-12-24,0.1666
2003-12-26,0.1745
2003-12-29,0.1709
2003-12-30,0.1768
2003-12-31,0.1831
2004-01-02,0.1822
2004-01-05,0.1749
2004-01-06,0.1673
2004-01-07,0.1550
2004-01-08,0.1561
2004-01-09,0.1675
2004-01-12,0.1682
2004-01-13,0.1804
2004-01-14,0.1675
2004-01-15,0.1556
2004-01-16,0.1500
2004-01-20,0.1521
2004-01-21,0.1434
2004-01-22,0.1471
2004-01-23,0.1484
2004-01-26,0.1455
2004-01-27,0.1535
2004-01-28,0.1678
2004-01-29,0.1714
2004-01-30,0.1663
2004-02-02,0.1711
2004-02-03,0.1734
2004-02-04,0.1787
2004-02-05,0.1771
2004-02-06,0.1600
2004-02-09,0.1639
2004-02-10,0.1594
2004-02-11,0.1539
2004-02-12,0.1531
2004-02-13,0.1558
2004-02-17,0.1540
2004-02-18,0.1559
2004-02-19,0.1580
2004-02-20,0.1604
2004-02-23,0.1629
2004-02-24,0.1590
2004-02-25,0.1493
2004-02-26,0.1483
2004-02-27,0.1455
2004-03-01,0.1444
2004-03-02,0.1486
2004-03-03,0.1455
2004-03-04,0.1440
2004-03-05,0.1448
2004-03-08,0.1579
2004-03-09,0.1660
2004-03-10,0.1867
2004-03-11,0.2067
2004-03-12,0.1830
2004-03-15,0.2113
2004-03-16,0.2034
2004-03-17,0.1811
2004-03-18,0.1853
2004-03-19,0.1915
2004-03-22,0.2158
2004-03-23,0.2067
2004-03-24,0.1981
2004-03-25,0.1788
2004-03-26,0.1733
2004-03-29,0.1650
2004-03-30,0.1628
2004-03-31,0.1674
2004-04-01,0.1665
2004-04-02,0.1564
2004-04-05,0.1497
2004-04-06,0.1532
2004-04-07,0.1576
2004-04-08,0.1626
2004-04-12,0.1528
2004-04-13,0.1726
2004-04-14,0.1562
2004-04-15,0.1574
2004-04-16,0.1494
2004-04-19,0.1542
2004-04-20,0.1667
2004-04-21,0.1560
2004-04-22,0.1461
2004-04-23,0.1401
2004-04-26,0.1477
2004-04-27,0.1507
2004-04-28,0.1629
2004-04-29,0.1660
2004-04-30,0.1719
2004-05-03,0.1662
2004-05-04,0.1655
2004-05-05,0.1577
2004-05-06,0.1705
2004-05-07,0.1813
2004-05-10,0.1977
2004-05-11,0.1857
2004-05-12,0.1814
2004-05-13,0.1886
2004-05-14,0.1847
2004-05-17,0.1996
2004-05-18,0.1933
2004-05-19,0.1893
2004-05-20,0.1867
2004-05-21,0.1849
2004-05-24,0.1808
2004-05-25,0.1596
2004-05-26,0.1597
2004-05-27,0.1528
2004-05-28,0.1550
2004-06-01,0.1630
2004-06-02,0.1608
2004-06-03,0.1703
2004-06-04,0.1678
2004-06-07,0.1539
2004-06-08,0.1501
2004-06-09,0.1539
2004-06-10,0.1504
2004-06-14,0.1607
2004-06-15,0.1505
2004-06-16,0.1479
2004-06-17,0.1515
2004-06-18,0.1499
2004-06-21,0.1526
2004-06-22,0.1431
2004-06-23,0.1398
2004-06-24,0.1481
2004-06-25,0.1519
2004-06-28,0.1607
2004-06-29,0.1547
2004-06-30,0.1434
2004-07-01,0.1520
2004-07-02,0.1508
2004-07-06,0.1625
2004-07-07,0.1581
2004-07-08,0.1620
2004-07-09,0.1578
2004-07-12,0.1496
2004-07-13,0.1446
2004-07-14,0.1376
2004-07-15,0.1471
2004-07-16,0.1434
2004-07-19,0.1517
2004-07-20,0.1417
2004-07-21,0.1641
2004-07-22,0.1575
2004-07-23,0.1650
2004-07-26,0.1730
2004-07-27,0.1655
2004-07-28,0.1615
2004-07-29,0.1568
2004-07-30,0.1532
2004-08-02,0.1537
2004-08-03,0.1603
2004-08-04,0.1621
2004-08-05,0.1832
2004-08-06,0.1934
2004-08-09,0.1889
2004-08-10,0.1747
2004-08-11,0.1804
2004-08-12,0.1908
2004-08-13,0.1798
2004-08-16,0.1757
2004-08-17,0.1702
2004-08-18,0.1623
2004-08-19,0.1696
2004-08-20,0.1600
2004-08-23,0.1588
2004-08-24,0.1533
2004-08-25,0.1498
2004-08-26,0.1491
2004-08-27,0.1471
2004-08-30,0.1544
2004-08-31,0.1529
2004-09-01,0.1491
2004-09-02,0.1428
2004-09-03,0.1391
2004-09-07,0.1407
2004-09-08,0.1406
2004-09-09,0.1401
2004-09-10,0.1376
2004-09-13,0.1317
2004-09-14,0.1356
2004-09-15,0.1464
2004-09-16,0.1439
2004-09-17,0.1403
2004-09-20,0.1443
2004-09-21,0.1366
2004-09-22,0.1474
2004-09-23,0.1480
2004-09-24,0.1428
2004-09-27,0.1462
2004-09-28,0.1383
2004-09-29,0.1321
2004-09-30,0.1334
2004-10-01,0.1275
2004-10-04,0.1341
2004-10-05,0.1395
2004-10-06,0.1328
2004-10-07,0.1450
2004-10-08,0.1505
2004-10-11,0.1471
2004-10-12,0.1505
2004-10-13,0.1542
2004-10-14,0.1643
2004-10-15,0.1504
2004-10-18,0.1471
2004-10-19,0.1513
2004-10-20,0.1485
2004-10-21,0.1454
2004-10-22,0.1528
2004-10-25,0.1658
2004-10-26,0.1639
2004-10-27,0.1572
2004-10-28,0.1539
2004-10-29,0.1627
2004-11-01,0.1627
2004-11-02,0.1618
2004-11-03,0.1404
2004-11-04,0.1397
2004-11-05,0.1384
2004-11-08,0.1380
2004-11-09,0.1361
2004-11-10,0.1308
2004-11-11,0.1304
2004-11-12,0.1333
2004-11-15,0.1338
2004-11-16,0.1321
2004-11-17,0.1321
2004-11-18,0.1298
2004-11-19,0.1350
2004-11-22,0.1297
2004-11-23,0.1267
2004-11-24,0.1272
2004-11-26,0.1278
2004-11-29,0.1330
2004-11-30,0.1324
2004-12-01,0.1297
2004-12-02,0.1298
2004-12-03,0.1296
2004-12-06,0.1319
2004-12-07,0.1367
2004-12-08,0.1319
2004-12-09,0.1288
2004-12-10,0.1276
2004-12-13,0.1254
2004-12-14,0.1273
2004-12-15,0.1235
2004-12-16,0.1227
2004-12-17,0.1195
2004-12-20,0.1183
2004-12-21,0.1155
2004-12-22,0.1145
2004-12-23,0.1123
2004-12-27,0.1214
2004-12-28,0.1200
2004-12-29,0.1162
2004-12-30,0.1256
2004-12-31,0.1329
2005-01-03,0.1408
2005-01-04,0.1398
2005-01-05,0.1409
2005-01-06,0.1358
2005-01-07,0.1349
2005-01-10,0.1323
2005-01-11,0.1319
2005-01-12,0.1256
2005-01-13,0.1284
2005-01-14,0.1243
2005-01-18,0.1247
2005-01-19,0.1318
2005-01-20,0.1383
2005-01-21,0.1436
2005-01-24,0.1465
2005-01-25,0.1406
2005-01-26,0.1344
2005-01-27,0.1324
2005-01-28,0.1324
2005-01-31,0.1282
2005-02-01,0.1203
2005-02-02,0.1166
2005-02-03,0.1179
2005-02-04,0.1121
2005-02-07,0.1173
2005-02-08,0.1160
2005-02-09,0.1200
2005-02-10,0.1151
2005-02-11,0.1143
2005-02-14,0.1152
2005-02-15,0.1127
2005-02-16,0.1110
2005-02-17,0.1177
2005-02-18,0.1118
2005-02-22,0.1314
2005-02-23,0.1239
2005-02-24,0.1157
2005-02-25,0.1149
2005-02-28,0.1208
2005-03-01,0.1204
2005-03-02,0.1250
2005-03-03,0.1293
2005-03-04,0.1194
2005-03-07,0.1226
2005-03-08,0.1240
2005-03-09,0.1270
2005-03-10,0.1249
2005-03-11,0.1280
2005-03-14,0.1239
2005-03-15,0.1315
2005-03-16,0.1349
2005-03-17,0.1329
2005-03-18,0.1314
2005-03-21,0.1361
2005-03-22,0.1427
2005-03-23,0.1406
2005-03-24,0.1342
2005-03-28,0.1375
2005-03-29,0.1449
2005-03-30,0.1364
2005-03-31,0.1402
2005-04-01,0.1409
2005-04-04,0.1411
2005-04-05,0.1368
2005-04-06,0.1315
2005-04-07,0.1233
2005-04-08,0.1262
2005-04-11,0.1198
2005-04-12,0.1130
2005-04-13,0.1331
2005-04-14,0.1453
2005-04-15,0.1774
2005-04-18,0.1656
2005-04-19,0.1496
2005-04-20,0.1692
2005-04-21,0.1441
2005-04-22,0.1538
2005-04-25,0.1462
2005-04-26,0.1491
2005-04-27,0.1487
2005-04-28,0.1686
2005-04-29,0.1531
2005-05-02,0.1512
2005-05-03,0.1453
2005-05-04,0.1385
2005-05-05,0.1398
2005-05-06,0.1405
2005-05-09,0.1375
2005-05-10,0.1491
2005-05-11,0.1445
2005-05-12,0.1612
2005-05-13,0.1632
2005-05-16,0.1568
2005-05-17,0.1457
2005-05-18,0.1363
2005-05-19,0.1332
2005-05-20,0.1314
2005-05-23,0.1295
2005-05-24,0.1269
2005-05-25,0.1258
2005-05-26,0.1224
2005-05-27,0.1215
2005-05-31,0.1329
2005-06-01,0.1236
2005-06-02,0.1184
2005-06-03,0.1215
2005-06-06,0.1228
2005-06-07,0.1239
2005-06-08,0.1270
2005-06-09,0.1208
2005-06-10,0.1196
2005-06-13,0.1165
2005-06-14,0.1179
2005-06-15,0.1146
2005-06-16,0.1115
2005-06-17,0.1148
2005-06-20,0.1147
2005-06-21,0.1108
2005-06-22,0.1105
2005-06-23,0.1213
2005-06-24,0.1218
2005-06-27,0.1252
2005-06-28,0.1158
2005-06-29,0.1177
2005-06-30,0.1204
2005-07-01,0.1140
2005-07-05,0.1168
2005-07-06,0.1227
2005-07-07,0.1249
2005-07-08,0.1145
2005-07-11,0.1128
2005-07-12,0.1095
2005-07-13,0.1084
2005-07-14,0.1081
2005-07-15,0.1033
2005-07-18,0.1077
2005-07-19,0.1045
2005-07-20,0.1023
2005-07-21,0.1097
2005-07-22,0.1052
2005-07-25,0.1110
2005-07-26,0.1099
2005-07-27,0.1036
2005-07-28,0.1052
2005-07-29,0.1157
2005-08-01,0.1208
2005-08-02,0.1175
2005-08-03,0.1183
2005-08-04,0.1252
2005-08-05,0.1248
2005-08-08,0.1321
2005-08-09,0.1240
2005-08-10,0.1238
2005-08-11,0.1242
2005-08-12,0.1274
2005-08-15,0.1226
2005-08-16,0.1352
2005-08-17,0.1330
2005-08-18,0.1342
2005-08-19,0.1342
2005-08-22,0.1342
2005-08-23,0.1334
